products_model,categories_name,products_name,slug,image,products_description,,
B-59,Monastery,"Great Horologion, Volume Two",Great-Horologion-Volume-Two,B-058-Great-Horologion-CroppedSm.png B-058-CroppedWithNote-alpha.png,"<p><b>The Great Horologion Volume Two</b><br />
<i>Translated from the Greek by the Holy Transfiguration Monastery. Revised Second Edition 2020.<br />
Hard-cover binding. 432 pages 2-color printing. 7&#8288;-&#8288;1/2 x 12 inches.</i><br />
In church or at home The Great Horologion is indispensable for the divine services.
Printed in black and red throughout in large format for easy reading in church in the same typeface in the same size printed on the same acid-free Mohawk Vellum paper  as the <i>Menaion Pentecostarion Octoëchos</i> and <i>Holy Week</i>.</p>

<p><i>Part Two</i> contains the Troparia of the <i>Menologion</i> the <i>Triodion</i> and <i>Pentecostarion</i> with over 500 concise accounts of Feasts and Saints' Lives including Dismissal Hymns and Kontakia.<br />
<i>Part Three</i> contains a comprehensive alphabetical index of over 5500 Saints with dates for their Feasts and the Paschalion for the years 2020-2100<br />
[<i>Part One</i> is in Volume One]</p>

<p>See also <a href=""/product_info.php/products_id/992"">Volume One</a>.</p>

<p>Download a <a href=""/pdfs/Horologion-Volume-Two-Table-of-Contents.pdf"">PDF</a> of the Table of Contents of Volume Two.<br />
Download a <a href=""/pdfs/Horologion-Volume-Two-Note-on-Second-Edition.pdf"">PDF</a> of the “Note to the Second Edition” explaining how it differs from the first edition printed in 1997.</p>",,
B-29,Other,Greek Gospel (in Greek),Greek-Gospel-in-Greek,b029.jpg,"<b>Greek Gospel</b><br />
<em>Printed by the zealot fathers of the Holy Mountain Athos. 2012. Pocket size hardcover with vinyl covering. 540 pages.<br />
Approx. 3-&frac12; x 5 inches &frac34; inches thick.

 </em>
<p />
The four Gospels (Matthew Mark Luke and John) and the Apocalypse.  Printed in Greek. An excellent Gospel for those who travel.
<p />
<p style=""color:red;font-size:14pt;"">Out of stock.</p>
<!-- 
Happi Multi Pix.
Presented to the PHP community in fraternal thanks by Tim Fahy (www.ambermines.co.uk). 24 January 2004.
-->

<!--SCRIPT LANGUAGE=""JavaScript"" type=""text/javascript"">

  <!--

    function ShowPopup(pagenameoptions)

    {

    Window = window.open(pagenameoptions);

    }



// -->

</SCRIPT -->



<!--

<TABLE BORDER=0 CELLSPACING=6 CELLPADDING=6>

<TR>

<TD> 

<a href=""javascript:;"" onClick=""ShowPopup('http://www.thehtm.org/catalog/images/b029-inside.jpg''popup''resizable=yeswidth=400height=300');"">

<img src=""http://www.thehtm.org/catalog/images/b029-inside.jpg"" width=""67"" height=""100"" border=""1""></a>

</TD>




</TR>



<TD> 

<p align=""center""><font face=""Georgia"" size=""1"">Sample page.</font>

</TD>



</TR> 
</TABLE> -->",,
A-437,G,Greeting of the Apostles,Greeting-of-the-Apostles,A437_Greeting_of_the_Apostles.jpg,"<b>Greeting of the Apostles SS Peter and Paul</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/June/Jun-29/SS-Peter-and-Paul.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-271,G,Gregory of Armenia,Gregory-of-Armenia,A-271_St_Gregory_the_Illuminator.png,"<b>Saint Gregory of Armenia</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/September/Sept-30/st-gregory-illuminator.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-60,G,Gregory of Mt Sinai,Gregory-of-Mt-Sinai,A-60-Icon-St-Gregory-of-Sinai.png,"<b>Saint Gregory of Mt Sinai</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/April/Apr-6/St-Gregory-of-Sinai.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-135,G,Gregory of Nyssa,Gregory-of-Nyssa,A-135-St-Gregory-Nyssa.png,"<b>Saint Gregory of Nyssa</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/January/Jan-10/St-Gregory-of-Nyssa.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-59,G,Gregory Palamas,Gregory-Palamas,A-59-Icon-St-Gregory-Palamas.png,"<b>Saint Gregory Palamas</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Feasts-and-Saints-of-the-Day/Triodion/st-gregory-palamas-sunday.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-376,G,"Gregory, Pope of Rome",Gregory-Pope-of-Rome,A-376-Icon-St-Gregory-Great.png,"<b>Saint Gregory Pope of Rome</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/March/Mar-12/St-Gregory-the-Great.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-61,G,Gregory the Theologian,Gregory-the-Theologian,A-61-Icon-St-Gregory-Theologian.png,"<b>Saint Gregory the Theologian</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/January/Jan-25/St-Gregory-the-Theologian.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-277,G,"Gregory V, Patriarch of Constantinople",Gregory-V-Patriarch-of-Constantinople,A-277-Icon-St-Gregory-the-Fifth.png,"<b>Saint Gregory the Fifth Patriarch of Constantinople</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/April/Apr-10/St-Gregory-the-Fifth.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
R-30,G,Guardian Angel w Girl Special Edition,Guardian-Angel-w-Girl-Special-Edition,Guardian_Angel_with_Girl.jpg,"3-&frac34; x 5-&frac12; inches
<p>
<!--This is a companion icon to the same size <a href=""http://www.thehtm.org/catalog/product_info.php?products_id=514&osCsid=55d3d263dd21d112529ad22b1433c5fd"">Guardian Angel with Boy [D-032]</a>.--><br />
<i>Only available mounted.</i><br/>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/November/Nov-8/Synaxis-Archangels.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-248,G,Guardian Angel with Boy,Guardian-Angel-with-Boy,A-248_Icon_Guardian_Angel.png,"<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/November/Nov-8/Synaxis-Archangels.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
D-32,G,Guardian Angel with Boy lithographed print mounted on wood,Guardian-Angel-with-Boy-lithographed-print,A-248_Icon_Guardian_Angel.png,"3-&frac12; x 5-&frac12; inches
<p>
<!--For a companion icon see <a href=""http://www.thehtm.org/catalog/product_info.php?products_id=906&osCsid=55d3d263dd21d112529ad22b1433c5fd"">Guardian Angel with Girl Special Edition</a><br /> -->
<i>Only available mounted.</i><br />
<p>See <a href=""http://tyoos.org/Lives-of-Saints/November/Nov-8/Synaxis-Archangels.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
D-61,G,Guardian Angel with Boy lithographed print (wallet size),Guardian-Angel-with-Boy-wallet-size,A-248_Icon_Guardian_Angel.png,"2-1/2 x 3-1/2 inches <br/>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/November/Nov-8/Synaxis-Archangels.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-62,G,Guardian Angel with Girl,Guardian-Angel-with-Girl,A-62_Icon_Guardian_Angel_Girl.png,"<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/November/Nov-8/Synaxis-Archangels.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
D-84,G,Guardian Angel with Girl lithographed print (wallet size),Guardian-Angel-with-Girl-wallet-size,Guardian_Angel_with_Girl.jpg,"2-3/4 x 3-1/2 inches<br />
<p>See <a href=""http://tyoos.org/Lives-of-Saints/November/Nov-8/Synaxis-Archangels.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>
<p style=""color:red;font-size:14pt;"">Hard plastic laminates are out of stock.</p>",,
B-36,Monastery,"Guide to Byzantine Iconography (Vol. 2), Paper bound",Guide-to-Byzantine-Iconography-Vol-2,b036.jpg,"<b>Guide to Byzantine Iconography (Vol. 2)</b><br />
<em>Constantine Cavarnos. 2001.<br />
Sewn paperback. 160 pages.</em>
<p />
Detailed illustrated explanation of ten major icons of the Festal cycle and of the iconography of God (the Holy Trinity the Father the Son and the Holy Spirit) of the Panagia or Theotokos of Saint John the Baptist and of the Angels followed by illuminating remarks of Saint Nectarios of Aegina and Photios Kontoglou on iconographic ""Types"" and ""Archetypes."" Illustrations in b &amp; w.",,
A-308,G,Guria & Barsanuphius,Guria-and-Barsanuphius,A-308-Icon-SS-Guria-Barsanuphius.png,"<b>Saints Guria and Barsanuphius</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/October/Oct-4/SS-Guria-and-Barsanuphius.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-390,H,Hannah the Prophetess,Hannah-the-Prophetess,A-390_Icon_St_Hannah.png,<b>Saint Hannah the Prophetess</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>,,
A-63,H,Haralampus,Haralampus,A-63-Icon-St-Haralampus.png,"<b>Saint Haralampus</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/February/Feb-10/St-Haralampus.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-311,Christ,Healing the Man Born Blind,Healing-the-Man-Born-Blind,A-311-Icon-Healing-of-Blind-Man.png,"<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Feasts-and-Saints-of-the-Day/Pentecostarion/blind-man.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-315,Christ,Healing the Woman with an Issue of Blood,Healing-the-Woman-with-an-Issue-of-Blood,A-315_Christ_and_Woman_issue_of_Blood.png,<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>,,
A-409,H,Helen,Helen,Helen.jpg,"<b>Saint Helen</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/May/May-21/SS-Constantine-and-Helen.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-201,H,Herman Alaska,Herman-Alaska,A-201-Icon-St-Herman-of-Alaska.png,"<b>Saint Herman of Alaska</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/December/Dec-12/St-Herman-of-Alaska.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-272,H,Hierotheus of Athens,Hierotheus-of-Athens,A-272_St_Hierotheus.png,"<b>Saint Hierotheus of Athens</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/October/Oct-4/St-Hierotheus.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-369,Christ,Hilandar Christ,Hilandar-Christ,A-369_Icon_Christ_Hilandar.png,<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>,,
A-192,H,Hilarion,Hilarion,A-192_St_Hilarion.png,"<b>Saint Hilarion the Great</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/October/Oct-21/St-Hilarion-the-Great.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
B-51,Other,Holy Fire,Holy-Fire,B-051_Holy_Fire.png,"<b>The Miracle of the Light of the Resurrection at the Tomb of Jesus</b> <br />
<i>Haris Skarlakidis. 2015.<br />
287 pages. Hard-bound.</i><br />
<p>
Seventy historical accounts spanning thirteen centuries about the Holy Fire that appears on Holy Saturday in the Church of the Holy Sepulchre in Jerusalem are supplemented with the testimonies of modern scientists regarding the pillar from which the Holy Fire issued and the nature of the Holy Fire itself.
</p>
<p style=""color:red;font-size:14pt;"">Out of stock.</p>",,
A-64,Christ,Holy Napkin,Holy-Napkin,Holy_Napkin.jpg,"<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/August/Aug-16/Holy-Napkin.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-459,Christ,Holy Napkin by Kontoglou,Holy-Napkin-by-Kontoglou,A-459_Holy_Napkin_by_Kontoglou.png,<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>,,
A-329,Christ,Holy Napkin (English),Holy-Napkin-English,A-329-Icon-Holy-Napkin.png,"<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/August/Aug-16/Holy-Napkin.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
